Section_id,title,doc
0,iustitia ius,jus opera prior nosco oportet unde nomen ius descendo iustitia appello eleganter celsus1 definio ius ars bonus aequus mereo nos sacerdos appello iustitia namque colo1 bonus aequus notitia profiteor aequus iniquus separo liceo1 illicitus discerno bonus metus poena verus praemium exhortatio efficio cupio verus fallo philosophia simulo affecto studium duo positio publicus privo publicus ius status res romanus specto privo singulus utilitas quidam publicus utilis quidam privatim publicus ius sacrum sacerdos1 magistratus consisto privo ius tripertitum colligo1 etenim natural praecipio gens civilis ius natural natura animal doceo ius iste humanus genus proprius animal terra mare nascor avis communis hinc descendo mare atque femina conjunctio nos matrimonium appello hinc liberi procreatio hinc educatio video etenim ceterus animal ferus iste ius peritia censeo1 ius gens gens humanus uto natural recedo facilis intellego licet animal sol homo inter communis velut erga deus religio parens patria pareo vis atque iniuria propulso ius evenio quisque ob tutela corpus facio ius facio existimo cum2 inter nos cognatio quidam natura constituo consequor homo homo insidior nefas manumissio ius gens manumissio manus missio datio libertas quamdiu servitus manus1 potestas suppono manumitto libero potestas res ius gens origo sumo utpote cum2 ius natural libet nasco nosco manumissio cum2 servio incognitus posteaquam ius gens servio invado sequor beneficium manumissio cum2 natural nomen homo appello ius gens tres genus coepio libet contrarius servio tertius genus libertus desino servio ius gens introduco bellum discerno gens regnum condio dominium distinguo ager terminus pono aedificium colloco commercium emptio venditio locatio conductio obligatio instituo excipio quidam ius civilis introduco ius civilis totus natural gens recedo servio itaque cum2 aliquis addo detraho jus communio1 ius proprius civilis efficio igitur ius nos consto scribo scribo apud graecus o ius civilis lex plebs scio senatus consulo decretum princeps auctoritas prudens venio ius praetorium praetor introduco adjuvo suppleo corrigo ius civilis gratia propter utilitas publicus honorarius dico honor praetor sic nomino ius honorarius vivus vox ius civilis populus lex mos rego pars proprius pars communio1 homo ius uto quisque populus ius constituo proprius civitas voco ius civilis ius proprius civitas verus natural ratio inter homo constituo apud peraeque custodio voco ius gens ius gens uto iustitia consto perpetuus voluntas ius quisque tribuo ius praecipio honestus vivo laedo quisque tribuo ius prudentia divinaris atque humanus res notitia justus atque injustus scientia ius multus modus dico modo cum2 semper aequus atque bonus ius dico ius natural modo multus quisque civitas utilis ius civilis paruus ius rectus appello civitas noster ius honorarius praetor ius reddo dico cum2 iniquus decerno relatio scilicet facio praetor facio praetor facio convenio significatio ius dico locus ius reddo appellatio confero fio ubi fio locus determinaris modo ubicumque praetor salvo maiestas imperium salvoque mos magnus ius dico constituo locus rectus ius appello nonnumquam ius necessitudo dico velut ius cognatio adfinitas
1,origo ius magistratus successio prudens,facio lex vetustaris interpretatio necessarius prior urbs initium repeto existimo volo verbosus commentarius facio res animadverto perficio pars consto certus quisque res potis pars principium deinde forum causa dico2 nefas dico video nullus praefatio facio judicium res expono quantus magis interpretatio promitto inconveniens omitto initium atque origo repeto atque illotus dico manus protinus materia interpretatio tractaris namque fallo iste praefatio libet nos lectio propono materia produco cum2 ibi venio evidentiorem praesto2 intellego necessarius itaque nos video ius origo atque procedo demonstraris initium civitas noster populus lex certus ius certus primus ago instituo omne manus rex guberno postea augeo aliquis modus civitas romulus trado populus triginta pars divido pars curia appello propterea tunc res publicus cura sententia pars expedio lex quidam curiatus populus fero fero sequor rex conscribo exsto liber sextus1 papirii tempus superbus demarati corinthii filius principal vis liber dico appello ius civilis papirianum papirius quisquam ibi adiicio lex ordo latus compono exigo deinde rex lex tribunicius lex exoleverunt iterum coepio populus romanus incertum magis ius consuetudo aliqui uti fero lex prope viginti annus patior postea diu fio placeo publicus auctoritas decem constituo vir peto lex graecus civitas civitas fundo2 lex tabula eboreas perscribo rostrum compono lex aperio percipio ius annus civitas superus uti lex corrigo opus interpretor provocatio sicut reliquus magistratus fio animadverto aliquis desum iste primus lex sequor annus duo tabula adicio accedo appello lex duodecim tabularis ferendaris auctor decemviri hermodorum quidam ephesium exsulo italia quidam refero lex fero coepio naturalis evenio soleo interpretatio desidero prudens auctoritas necessaria necessarius disputatio disputatio forum disputatio ius scribo venio compono prudens proprius pars aliqui appello ceterus pars ius nomen designo proprius nomen ceterus pars communio1 nomen appello ius civilis deinde lex tempus fere actio compono inter homo discepto actio populus prout volo1 instituo certo2 solemnesque volo appello pars ius lex actio legitimus actio paene tempus tres ius nata lex duodecim tabularis fluo coepio ius civilis lex actio compono haris interpretor scientia actio apud collegium pontifex constituo quisquis annus praesum privo fere populus annus prope centum consuetudo utor postea cum2 appius claudus propono forma redigo actio gnaeus flavus scriba libertinus filius subreptum liber populus trado adeo gratus munus populus tribunus plebs fio senator aedilis curulis liber actio contineo appello ius civilis flavianum sicut ius civilis papirianum gnaeus flavus quisquam adiicio liber augesco civitas desum quidam genus ago multus tempus spatium sextus aelius actio compono liber populus appello ius aelianum deinde cum2 civitas lex duodecim tabularis ius civilis lex actio evenio plebs discordia cum2 pater pervenio secedo ius constituo ius plebs scio voco mox cum2 revoco plebs multus discordia nasco plebs scio lex placeo observaris lex hortensius1 facio inter plebs scio lex species constituo intersum potestas deinde difficilis plebs convenio coepio populus certus multus difficilis tantus turba homo necessitas cura res publicus senatus deduco coepio senatus interpono quisquis constituo observo ius appello senatus consulo tempus magistratus ius reddo scio civis ius quisque res quisque dico2 sequor praemunio praemunirent edico propono edico praetor ius honorarius constituo honorarius dico honor praetor venio novus sicut paucus ius constituo via transeo res dicto video pars evenio necesse res publicus consul senatus perinde provincia probus1 gero igitur constituo princeps ius constituo reor civitas noster ius lex constituo proprius ius civilis scribo prudens interpretatio consisto lex actio forma ago contineo plebs scio auctoritas pater constituo magistratus edictum unde ius honorarius nascor senatus consulo senatus constituo induco lex principal constitutio princeps constituo lex servo origo ius procedo cognosco consequor magistratus nomen origo cognosco expono jus dico2 praesum efficio res accipio quantus ius civitas ius rego deinde auctor successio dico2 constaris ius aliquis ius pereo cottidie bonus produco magistratus attineo initium civitas consto rex potestas habeo tempus tribunus celerum consto eques praesum velut secundus locus rex obtineo numerus iunius brutus auctor rex eicio exigo deinde rex consul constituo duo penis superus ius uti lex rogo dictum multus res publicus consulo regia potestas vindico lex fero facio provocatio neve caput civis romanus animadverto injussus2 populus relinquo coerceo vinculum publicus duco iubeo deinde cum2 census iam magnus tempus ago consul sufficio officium censor constituo populus deinde augeo cum2 creber orerentur bellum quidam acer finitimus infero interdum res exigo placeo magnus potestas magistratus constituo itaque dictator prodeo provocandi ius capio animadversio magistratus quoniam summa potestas habeo fas ultra sextus mensis retineo dictator magister eques injungo sic modo rex tribunus celerum officium fere talis qualis hodie praefector praetorius magistratus habeo legitimus tempus cum2 plebs pater secedo annus fere septimus decimus rex exigo tribunus mons sacro creo plebeius magistratus dictum tribunus olim tres pars populus divido singuli singuli creo tribus suffragium creo ito aedes praesum scio plebs defero duo plebs constituo aedilis appello deinde cum2 aerarius populus augeo coepio praesum constituo quaestor pecunia praesum dictum inquiro conservo pecunia causa creo dico caput civis romanus injussus2 populus lex permitto consul ius dico propterea quaestor constituo populus capital res praesum appello quaestor parricidium memini lex duodecim tabularis cum2 placeo lex fero latus populus uti magistratus abdico1 decemviri constituo annus cum2 magistratus prorogo cum2 injuriosus tracto volo1 deinceps sufficio magistratus factio perpetuus res publicus occupo retineo nimius atque asper dominatio res perduco exercitus res publicus secedo initium secessio dico verginius quidam cum2 animadverto appium claudium contra ius veto ius duodecim tabula transfero vindicia filia abdico2 secundus servitus suppono peto dico capio amor virgo fas atque nefas misceo indignor vetustus ius observo persono filia deficio utpote cum2 brutus primus roma consul vindicia secundus libertas dico persono vindex vitelliorum servio proditio coniuratio indicium detego castitas filia vita praefero puto arrepo culter taberna lanio filia interfacio scilicet mors virgo contumelia stuprum arceo atque protinus recens caedes madeo adhuc filia cruor commilito confugio universus algidus1 ubi tunc bellum gero1 causa legio relinquo dux pristinus1 signum aventinum transfero omne plebs urbanus mox confero populus1 consensus pars carcer neco rursus res publicus status recipio deinde cum2 aliquot annus duodecim tabula fero plebs contendo cum2 pater volo1 corpus consul crearis pater recuso facio tribunus miles creo pars plebs pars pater consularis potestas constituo vario numerus interdum viginti interdum multus nonnumquam paucus deinde cum2 placeo creo plebs consul coepio uterque corpus constituo tunc aliquis multus pater habeo placeo duo numerus pater constituo facio aedilis curulis cum1 consul avocarentur bellum finitimus civitas ius reddo facio praetor creo urbanus appello urbs ius reddo aliquot deinde annus sufficio praetor multus turba peregrinus civitas venio creo praetor peregrinus appello plerusque inter peregrinus ius dico deinde cum2 necessarius magistratus hasta praesum decemviri lis judico constituo constituo tempus quattuorviri cura viaris ago triumviri monetal aer argentum aurum flator triumviri capital carcer custodia habeo cum2 animadverto oportet intervenio fio magistratus vespertinus tempus publicus inconveniens quinqueviri constituo cis tiberis ulciscor tiberis magistratus fungor capio deinde sardinia mox sicilia hispania deinde narbonensis provincia totidem praetor quot provincia dicio venio creo pars urbanus res pars provincial praesum deinde cornelius sulla quaestio publicus constituo velut fallo parricidium sicarius praetor quattuor adiicio deinde gaius iulius caesar duo praetor duo aedilis frumentum praesum cero cereal constituo duodecim praetor sex aedilis creo divus deinde augustus sedecim praetor constituo deinde divus claudus duo praetor adiicio fideicommitto ius dico divus titus detraho adiicio divus nerva inter fiscus privo ius dico decem octo praetor civitas ius dico quotiens res publicus magistratus observo quotiens proficisco relinquo ius dico voco praefectus urbs praefectus olim constituo postea fere latinaris feriaris causa introduco quot observo praefectus annona vigilis magistratus extra ordo utilitas causa constituo cistiberes dico postea aedilis senatus consultum creo ergo decem tribunus plebs consul duo decem octo praetor sex aedilis civitas ius reddo ius civilis scientia plurimus magnus vir profiteor magnus dignatio apud populus romanus praesens mentior habeo appareo qual ius orior trado scientia nanciscor ante tiberius coruncanium publicus profiteor nemo trado ceterus lateo ius civilis retineo cogito solus1 consultator vacaris potis disco volo1 praesto primus pereo publius papirius lex regia confero appius claudus decemviri magnus consilium duodecim tabula scribo appius claudus genus maximus scientia habeo centemmanus appello appiam via sterno aqua claudiam induco pyrrho urbs recipio sententia fero actio scribo trado primus usurpatio liber exsto appius claudus video procedo romanus littera invenio valesiis valerii fusiis furio2 magnus scientia sempronius populus romanus appello quisquam ante nomen cognomino gaius scipio1 nasica1 bonus senatus appello publicus domus sacer via facilis consul deinde quintus mucius carthaginienses mitto legatus cum2 duo tessera pono pax bellum arbitrium uter volo1 refero roma uter tollo carthaginienses peto debeo uter malo accipio tiberius coruncanius dico primus profiteor coepio scribo nullus exsto respondeo complures memorabile deinde sextus aelius frater publius aelius publius atilius maximus scientia profiteor habeo duo aelii consul atilius primus populus sapio appello sextus aelium ennius laudo exsto liber inscribo tripertita liber velut cunabula ius contineo tripertita dico quoniam lex duodecim tabularis praepono jungo interpretatio deinde subtexo lex actium tres liber refero quidam nego sector2 aliquis cato deinde marcus1 cato princeps porciae familia liber exsto plurimus filius ceterus orior publius mucius brutus manilius fundo2 ius civilis publius mucius decem libellus relinquo brutus septem manilius tres extant volumen scribo manilii monumentum duo consularis brutus praetorius publius mucius pontifex magnus proficio publius rutilus1 rufus roma consul asia proconsul paulus1 verginius quintus tubero stoicus pansa auditor consul sextus pompeius gnaei pompeii patruus1 tempus coelius antipater historia conscribo multus eloquentia scientia ius opera lucius2 crassus frater publii mucii munianus dico cicero iurisconsultor dissero2 quintus mucius publii filius pontifex magnus ius civilis primus constituo generatim liber4 decem octo redigo mucii auditor complures praecipuus auctoritas aquilius gallus balbus lucilius sextus papirius gaius iuventius gallus magnus auctoritas apud populus servus1 dico servio sulpicius nomino alioqui scribo talis exsto appeto1 denique verso omnino scribo inter manus homo servus1 liber4 compleo scribo memoria habeo servus1 sulpicius cum2 causa oro primus locus certus marcus1 tullium obtineo trado consulo quintus mucium res amicus pervenio cum1 respondeo ius servus1 parum intellego iterum quintus interrogo quintus1 mucio responsum percipio objurgo quintus1 mucio namque dico turpis patricius nobilis causa oro ius verso ignoro velut contumelia servus1 tango opera jus civilis multus loquor audio instituo balbus1 lucilio instruo magnus gallus aquilio cercinae itaque liber complures extant cercinae confacio cum2 legatio pereo statua populus romanus rostrum pono hodie exsto rostrum augustus volumen complures exsto relinquo prope centum octaginta liber4 plurimus proficio fere liber4 conscribo alfenus varus1 gaius aulus1 ofilius titus caesus1 aufidius tucca aufidius namusa flavus priscus1 gaius ateius pacuvius labeo antistius labeo1 antistii pater cinna publicus gellius decem liber4 octo conscribo liber digero aufidio namusa centum quadraginta liber4 auditor multus auctoritas habeo alfenus varus1 aulus1 ofilius varus1 consul ofilius equester ordo persevero caesar familiaris liber4 ius civilis multus pars opus fundo2 relinquo lex vicesimus primus conscribo iurisdictio edictum praetor primus diligenter compono ante servus1 duo liber4 brutus perquam brevissimos edictum subscribo relinquo tempus trebatius cornelis magnus auditor aulus1 cascellius quintus mucius volusii auditor denique honor testamentum publium mucium nepos relinquo heres quaestorius ultra proficio volo cum2 augustus consulatus offertor trebatius pereo cascellio cascellius trebatio eloquens dico ofilius uterque doceo cascellii scribo exsto liber bene dico trebatii complures paruus frequento tubero ofilio opera patricius transeo causa ago ius civilis magnus postquam quintus ligarium accuso obtineo apud gaius caesar quintus ligarius cum2 africae ora1 teneo infirmus tuberonem applicaris permitto aqua haurio nomen accuso cicero defendo exsto oratio satis pulcher1 inscribo quintus1 ligario tubero doceo habitus ius publicus privo complures uterque opus liber4 relinquo sermo antiquus utor affecto scribo parum liber gratus habeo magnus auctoritas ateius capito ofilium sequor antistius labeo audio instituo trebatio ateius consul labeo nolo cum2 offertor augustus consulatus sufficio fio honor suscipio multus studium opera totus annus divido roma sex mensis cum2 studiosus sex mensis secedo conscribo liber opera itaque relinquo quadringenti volumen multus inter manus verso duo primus velut diverto seco facio ateius capito trado persevero labeo ingenium qualitas fiducia doctrina ceterus opus sapientia opera multus innovaris instituo ateio capito1 massurius sabinus succedo labeo1 nerva adhuc dissensio augeo nerva caesar familiaris massurius sabinus equester ordo publicus primus respondeo postea coepio beneficium tiberius caesar concedo obiter scio ante tempus augustus publicus respondeo ius princeps fiducia studium habeo consulo respondeo respondeo utique signo plerusque judex scribo testo consulo primus divus augustus magnus ius auctoritas habeo constituo auctoritas respondeo tempus peto beneficium coepio bonus princeps hadrianus cum2 vir praetorius peto licet respondeo rescribo peto praestaris solo1 fiducia habeo delectaris populus respondeo praeparo ergo sabino concedo tiberius caesar populus respondeo equester ordo iam grandis natus fere annus quinquaginta recipio amplus facultas multus auditor sustento succedo gaius cassius longinus nascor filia tuberonis neptis servio sulpicii proavus servium sulpicium appello consul cum2 quartino tempus tiberii multus civitas auctoritas habeo usque donec caesar civitas pello expello sardinia revoco vespasiano dies obeo nervae succedo proculus tempus nerva filius longinus equester ordo postea praetorqueo usque pervenio proculis auctoritas magnus multus appello pars cassiani pars proculiani origo capito1 labeo1 coepio cassio caelius sabinus succedo multus tempus vespasiani proculo pegasus tempus vespasiani praefectus urbs caelio sabino priscus1 iavolenus pegaso celsus1 pater celsus celsus1 filius priscus1 neratius uterque consul celsus1 iterum iavoleno priscus aburnius valeo tuscianus salvus iulianus
2,lex senatus consulo longus consuetudo,lex communis praeceptum vir prudens consulo delictum sponte ignoro contraho coercitio communis res publicus sponsio demosthenes orator sic definio philosophus summa stoicae sapientia chrysippus sic incipio liber facio ius constituo oportet dico theophrastus accido1 fors aliquis casus accido1 ius constituo potis debeo aptaris ius frequens facilis perrarus evenio theophrastus lex virtus impero vetaris permitto punio ius singulus persono generalis constituo ambago senatus ius facio lex senatus consulo scribo casus quandoque incido1 comprehendo sufficio plerusque accido1 contineo primus constituo interpretatio constitutio bonus princeps certus statuo articulus singillatim lex senatus consulo comprehendo cum2 aliqui causa sententia manifestus iurisdictio praesum similis procedo atque ius dico debeo pedius quotiens lex aliquis introduco bonus occasio ceterus tendo utilitas interpretatio certus iurisdictio suppleo verus contra ratio ius recipio produco consequentia contra ratio ius constituo sequor regula ius ius singularis contra tenor ratio propter aliqui utilitas auctoritas constituo introduco scio lex verbum teneo vis atque potestas benignus lex interpretor voluntas conservo ambiguus vox lex potis accipio significatio vitio careo praesertim cum2 voluntas lex colligo1 magnus constituo ratio reddo ratio constituo inquiro oportet alioqui multus certus subvertuntur cum2 lex praetereo indulgeo veto paruus muto1 interpretatio certus semper habeo incivilis totus lex perspicio aliqui particula propono iudicaris respondeo nullus ius ratio aequitas benignitas patior salubris utilitas homo introduco nos durus interpretatio contra commodus1 produco severitas novus prior lex posterus traho antiquus lex posterus traho usitas semper lex insum credo oportet persono res pertineo quandoque similis posterus lex prior pertineo contrarius multus argumentum probo contra lex facio facio lex prohibeo fraudo verus salvus verbum lex sententia circumvenio fraus lego fio ubi fio nolo fio veto fio disto disto fraus contra lex fio princeps lex soluo augustus licet lex solvo princeps privilegium tribuo habeo causa scribo lex utor custodio oportet mos consuetudo induco res deficio tunc propior consequor appareo tunc ius urbs roma uto servaris oportet invetero consuetudo lex immeritus custodio ius dico mos constituo cum2 lex nullus causa nos teneo iudicium populus recipio mereo ullus scribo populus probo teneo intersum suffragium populus voluntas declaro res facio quare recingo recipio lex suffragium lex lator taceo consensus desuetudo abrogo diuturnus consuetudo ius lex scribo descendo observaris soleo cum2 consuetudo civitas provincia confido video primus exploro arbitror contradico aliquando iudicium consuetudo firmo longus consuetudo comprobo atque annus multus observo velut taceo civis conventio paruus scribo ius servo immo magnus auctoritas ius habeo tantus probo necesse scribo comprehendo interpretatio lex quaero primus inspicio ius civitas retro eiusmodi casus utor bonus lex interpres consuetudo imperator noster severus1 rescribo ambiguitas lex proficisco consuetudo res perpetuus similis iudicataris auctoritas vis lex obtineo debeo ratio introduco error primus deinde consuetudo obtineo similis obtineo ergo ius consentio facio necessitas constituo firmo consuetudo totus ius consto acquiro conservo minuo ago quemadmodum quisque fio quemadmodum res ius conservo quomodo alieno amitto
3,constitutio princeps,princeps placeo lex habeo vigor utpote cum2 lex regius imperium fero populus imperium potestas confero quicumque igitur imperator epistula subscriptio statuo cognosco decerno planus interloquor edictum praecipio lex consto vulgo2 constitutio appello planus quidam personal exemplum traho princeps aliqui ob mereo indulgeo poena irrogo exemplum subvenio persona egredior res novus constituo evidens utilitas debeo recedo ius diu aequus video beneficium imperator divino scilicet indulgeo proficisco plenus interpretaris debeo
4,status homo,ius utor persono pertineo res actio cum2 igitur homo causa ius constituo primus personaris status atque ceterus ordo edico perpetuus sequor proximi atque coniungo applico titulus res patior dico2 summus itaque ius personaris divisio homo libet servio libertas natural facultas quisque facio libet vis ius prohibeo servio constitutio ius gens dominium alienus contra natura subicio servio appello imperator captivus vendo atque servaris occaedes soleo mancipium verus dictum hostis manus capio servus1 condicio liberi homo quidam ingenuus quidam libertinus servio dominium nos redigo ius civilis gens ius civilis magnus viginti annus pretium participo venio patior ius gens servio noster hostis capio ancilla noster nascor ingenuus mater liber nascor sufficio liber tempus nascor licet ancilla concipio e contrarius liber concipio deinde ancilla pario placeo nascor liber nascor intersum iustus nuptiae concipio vulgo2 debeo calamitas mater noceo venter quaero ancilla praegno manumitto deinde ancilla postea facio expello civitas pario2 liber servus1 pario rectus probo liber nascor sufficio venter liber mater medium tempus habeo libertinus iustus servitus manumitto concedo uterus perinde atque res humanus custodio quotiens commodus pario quaero quamquam antequam nasco nequaquam prosum imperator titus antoninus rescribo laedo status liberi ob tenor instrumentum malus concipio multus ius noster articulis deterior condicio femina masculus quaero hermaphroditus comparo1 magis puto sexus aestimo praevaleo paulus1 respondeo vivo pater ignoro coniunctio filia concipio licet mors avus nascor iustus filius concipio video septimus mensis nascor perficio pario2 iam recipio propter auctoritas doceo vir hippocratis credo iustus nuptiae septimus mensis nascor iustus filius servus1 causa capitalis fortuna judicium dominus committo etsi absolvo fio liber libet contra forma humanus genus converro mos procreo velut mulier monstruosus aliquis prodigiosus enitor pario membrum humani officium amplio aliquatenus video efficio inter liber connumero arescusa tres pario2 liber testamentum iubeo primus partus secundus tres pario quaero liber condicio libertas appono iam impleo mulier dubitaris debeo quin ulter liber nasco natura permitto simul impetus duo infer uterus mater excedo ordo incertum nasco appareo uter servitus libertateve nasco incipio igitur partus existens condicio efficio liber edo1 postea nascor velut qui1 condicio libertas mulier appono parturio existat manumitto sub condicio decem mille heres titiove momentum pario impleo condicio iam liber pario2 credo arescusa primus duo pario postea geminus edo2 dico2 dico uterque ingenuus nascor posterus nascor quaestio ergo facio potis ius orbis romanus constitutio imperator antonini civis romanus efficio imperator hadrianus publicio marcellus rescribo liber praegno ultimo supplicium damno liber pareo soleo servaris dum pario2 edo1 iustus nuptiae concipio aqua ignis interdictum civis romanus pario potestas pater cum2 legitimus nuptiae facio pater libet sequor vulgo2 quaero mater sequor furo coepio status dignitas magistratus potestas video retineo sicut res dominium retineo homo liber vendo manumitto status revorto abdico1 efficio libertina condicio herennius modestinus respondeo tempus enitor ancilla secundus lex donatio manumitto debeo cum2 constitutio liber ingenuus natus vulgo2 concipio dico pater demonstraris habeo habeo licet spurius1 appello lex natura nascor legitimus matrimonium mater sequor lex special induco ingenuus accipio debeo sententia fero quivis libertinus res judico veritas accipio uterus totus paene ius civilis intellego res natura legitimus hereditas restituo praegno mulier hostis capio natus postliminium habeo pater mater condicio sequor praeterea ancilla praegno subreptum quivis apud bonus fides emptor pario2 natus tamquam furtivus usus capio consequor libertus quamdiu patronus filius nascor ius patronus habeo libertinus fateor adopto patronus ingenuus facio
5,alienus ius,ius personaris divisio sequor quidam persona ius quidam alienus jus sub-jacio video itaque alienus jus sub-jacio cognosco iste persona simul intellego ius dispicio itaque alienus potestas igitur potestas servio dominus potestas ius gens apud peraeque gens animadverto dominus servus1 vita nex potestas quicumque servus1 acquiro dominus acquiro tempus nullus homo sub imperium romanus licet supra modus causa lex cognosco servus1 saevio constitutio divus antonini causa servus1 occido paruus punior jubeo alienus servus1 occido magnus asperitas dominus princeps constitutio coerceo dominus servus1 saevio impudicitia turpis violatio compello1 pars praesidero rescribo divus pius aelium marcianus proconsulis baeticae manifesto2 rescribo verbum dominus potestas servus1 illibatus oportet quisquam homo ius detraho dominus intersum auxilium contra saevitia fames intolerabilis iniuria denego justus deprecor cognosco querela familia iulii sabinus statua confugio durus habeo aequus infamis iniuria afficio cognosco venio jubeo potestas dominus revorto meus constitutio fraudo facio scio admitto severus1 exsequor divus hadrianus umbriciam quidam matrona quinquennium relego1 levis1 causa ancilla atrox tracto potestas noster libet noster iustus nuptiae procreaverimus ius proprius civis romanus civis romanus quidam pater familia filius familia quidam mater familia quidam filia familia pater familia potestas pubes1 impuberes similis modo mater familia filius familia filia alienus potestas uxor meus nascor meus potestas filius meus uxor nascor nepos1 meus neptis aequus meus potestas pronepos proneptis deinceps ceterus nepos filius mortuus avus recido1 soleo filius potestas pater similis modo pronepos deinceps filius potestas vivo familia maneo parens ante potestas tantus natural verus adoptivus ius filius definio vir uxor nascor fingo a-sum1 maritus verbum gratia decennis revorto anniculis invenio domus placeo nos iuliani sententia maritus filius fero iulianus cum2 uxor assiduus2 moror nolo filius agnosco video scaevola probo consto maritus aliquamdiu cum2 uxor concubo infirmitas intervenio causa valetudo pater familia generaris domus nascor licet vicinus scio filius poena pater afficio civitas amitto servus1 poena efficio dubius nepos1 filius locus succedo pater furiosus libet nihilominus pater potestas parens habeo liber potestas cum2 ius potestas mos recipio desino habeo potestas exeo libet casus soleo nequaquam dubito remaneo potestas quare liber potestas habeo ante furor gigno verus ante furor concipio furor edo2 furor ago uxor concipio video potestas nasco filius furiosus licet uxor duco retineo matrimonium cum2 habeo potestas filius habeo proinde furiosus uxor ante concipio potestas nasco furor concipio furo dubius potestas nasco retineo matrimonium ambo furor ago uxor maritus tunc concipio pario potestas pater nasco voluntas reliquiae furiosus maneo cum2 consisto matrimonium furo consisto uterque adeo retineo ius potestas pater furiosus acquiro commodus1 filius acquiro filius familia publicus causa locus pater familia habeo velut magistratus gero1 tuto iudex nutrio al oportet pronuntio dico2 veritas quaero filius alimentor causa veritas facio praejudicium invitus filius natural emancipo redigo patria potestas
